country,continent,income_level,counterpart_area
Zimbabwe,Africa,Lower middle income,UN Development Programme
Zimbabwe,Africa,Lower middle income,UN High Commissioner for Refugees
Zimbabwe,Africa,Lower middle income,UN Population Fund
Zimbabwe,Africa,Lower middle income,UNICEF
Zimbabwe,Africa,Lower middle income,United Kingdom
Zimbabwe,Africa,Lower middle income,United States
Zimbabwe,Africa,Lower middle income,WB International Bank for Reconstruction and Development
Zimbabwe,Africa,Lower middle income,WB International Development Association
Afghanistan,Asia,Low income,Belgium
Afghanistan,Asia,Low income,Islamic Development Bank
Afghanistan,Asia,Low income,Israel
Afghanistan,Asia,Low income,Lithuania
Afghanistan,Asia,Low income,Spain
Albania,Europe,Upper middle income,Australia
Albania,Europe,Upper middle income,Czechia
Albania,Europe,Upper middle income,Russia
Albania,Europe,Upper middle income,UN World Food Programme
Algeria,Africa,Lower middle income,European Economic Community
Algeria,Africa,Lower middle income,Lebanon
Algeria,Africa,Lower middle income,Luxembourg
Angola,Africa,Lower middle income,Arab Bank for Economic Development in Africa
Angola,Africa,Lower middle income,Bulgaria
Anguilla,America,,EU Institutions
Anguilla,America,,Netherlands
Antigua and Barbuda,America,High income,Israel
Antigua and Barbuda,America,High income,Netherlands
Antigua and Barbuda,America,High income,New Zealand
Antigua and Barbuda,America,High income,South Korea
Argentina,America,Upper middle income,Portugal
Argentina,America,Upper middle income,South Korea
Argentina,America,Upper middle income,UN Population Fund
Armenia,Asia,Upper middle income,Global Environment Facility
Armenia,Asia,Upper middle income,Türkiye
Aruba,America,High income,UN Development Programme
Azerbaijan,Asia,Upper middle income,Czechia
Azerbaijan,Asia,Upper middle income,United Arab Emirates
Bahamas,America,High income,Germany
Bahamas,America,High income,Japan
Bahamas,America,High income,UN Development Programme
Bahamas,America,High income,United Kingdom
Bahrain,Asia,High income,Islamic Development Bank
Bahrain,Asia,High income,South Korea
Bahrain,Asia,High income,UN Population Fund
Bangladesh,Asia,Lower middle income,Türkiye
Barbados,America,High income,Netherlands
Barbados,America,High income,South Korea
Belarus,Europe,Upper middle income,Finland
Belarus,Europe,Upper middle income,Ireland
Belarus,Europe,Upper middle income,Kuwait
Belarus,Europe,Upper middle income,Netherlands
Belize,America,Upper middle income,Belgium
Belize,America,Upper middle income,Brazil
Belize,America,Upper middle income,France
Belize,America,Upper middle income,Luxembourg
Belize,America,Upper middle income,New Zealand
Belize,America,Upper middle income,Türkiye
Benin,Africa,Lower middle income,Greece
Benin,Africa,Lower middle income,Multiple Lenders
Benin,Africa,Lower middle income,New Zealand
Benin,Africa,Lower middle income,United Arab Emirates
Bolivia,America,Lower middle income,Australia
Bolivia,America,Lower middle income,Brazil
Bolivia,America,Lower middle income,Czechia
Bolivia,America,Lower middle income,Multiple Lenders
Bosnia and Herzegovina,Europe,Upper middle income,Australia
Bosnia and Herzegovina,Europe,Upper middle income,Islamic Development Bank
Botswana,Africa,Upper middle income,Global Environment Facility
Botswana,Africa,Upper middle income,Spain
Brazil,America,Upper middle income,China
Brazil,America,Upper middle income,South Korea
British Virgin Islands,America,High income,Germany
Bulgaria,Europe,Upper middle income,China
Bulgaria,Europe,Upper middle income,Kuwait
Bulgaria,Europe,Upper middle income,Russia
Burkina Faso,Africa,Low income,Czechia
Burkina Faso,Africa,Low income,Global Environment Facility
Burkina Faso,Africa,Low income,Türkiye
Burundi,Africa,Low income,China
Burundi,Africa,Low income,United Arab Emirates
Cabo Verde,Africa,Lower middle income,Brazil
Cambodia,Asia,Lower middle income,China
Cameroon,Africa,Lower middle income,Czechia
Central African Republic,Africa,Low income,Netherlands
Central African Republic,Africa,Low income,Saudi Arabia
Chad,Africa,Low income,China
Chad,Africa,Low income,Czechia
Chad,Africa,Low income,International Monetary Fund
Chad,Africa,Low income,Ireland
Chad,Africa,Low income,WB International Bank for Reconstruction and Development
Chile,America,High income,Portugal
Colombia,America,Upper middle income,Puerto Rico
Comoros,Africa,Lower middle income,European Economic Community
Comoros,Africa,Lower middle income,Netherlands
Congo Republic,Africa,Lower middle income,Arab Bank for Economic Development in Africa
Congo Republic,Africa,Lower middle income,Finland
Congo Republic,Africa,Lower middle income,Netherlands
Cook Islands,Oceania,,South Korea
Cook Islands,Oceania,,Sweden
Costa Rica,America,Upper middle income,Finland
Costa Rica,America,Upper middle income,New Zealand
Costa Rica,America,Upper middle income,Portugal
Cote d'Ivoire,Africa,Lower middle income,China
Cote d'Ivoire,Africa,Lower middle income,Czechia
Cote d'Ivoire,Africa,Lower middle income,Portugal
Croatia,Europe,High income,Australia
Croatia,Europe,High income,Portugal
Croatia,Europe,High income,South Korea
Croatia,Europe,High income,Türkiye
Cuba,America,Upper middle income,Australia
Cuba,America,Upper middle income,Czechia
Cuba,America,Upper middle income,Denmark
Cuba,America,Upper middle income,Ireland
Cuba,America,Upper middle income,Portugal
Cuba,America,Upper middle income,Türkiye
Cyprus,Asia,High income,Austria
Cyprus,Asia,High income,Canada
DR Congo,Africa,Low income,Denmark
DR Congo,Africa,Low income,United Arab Emirates
Djibouti,Africa,Lower middle income,Arab Monetary Fund
Dominica,America,Upper middle income,Netherlands
Dominica,America,Upper middle income,South Korea
Dominican Republic,America,Upper middle income,China
Dominican Republic,America,Upper middle income,Israel
Dominican Republic,America,Upper middle income,Luxembourg
Ecuador,America,Upper middle income,Montreal Protocol Fund
Ecuador,America,Upper middle income,New Zealand
Ecuador,America,Upper middle income,Portugal
Egypt,Africa,Lower middle income,Bondholders
Egypt,Africa,Lower middle income,Portugal
El Salvador,America,Lower middle income,Australia
El Salvador,America,Lower middle income,Greece
El Salvador,America,Lower middle income,Poland
El Salvador,America,Lower middle income,Portugal
El Salvador,America,Lower middle income,Türkiye
Equatorial Guinea,Africa,Upper middle income,Canada
Equatorial Guinea,Africa,Upper middle income,Italy
Equatorial Guinea,Africa,Upper middle income,Netherlands
Eswatini,Africa,Lower middle income,Arab Bank for Economic Development in Africa
Eswatini,Africa,Lower middle income,Kuwait
Ethiopia,Africa,Low income,China
Ethiopia,Africa,Low income,International Monetary Fund
Ethiopia,Africa,Low income,Islamic Development Bank
Ethiopia,Africa,Low income,Multiple Lenders
Ethiopia,Africa,Low income,Russia
Fiji,Oceania,Upper middle income,Canada
Fiji,Oceania,Upper middle income,Ireland
Fiji,Oceania,Upper middle income,Spain
Fiji,Oceania,Upper middle income,United States
French Polynesia,Oceania,High income,Israel
Gabon,Africa,Upper middle income,European Investment Bank
Gabon,Africa,Upper middle income,Portugal
Gambia,Africa,Low income,Global Environment Facility
Gambia,Africa,Low income,International Monetary Fund
Gambia,Africa,Low income,Spain
Georgia,Asia,Upper middle income,Czechia
Georgia,Asia,Upper middle income,Denmark
Ghana,Africa,Lower middle income,Czechia
Gibraltar,Europe,High income,France
Grenada,America,Upper middle income,Ireland
Guatemala,America,Upper middle income,Portugal
Guinea,Africa,Low income,Czechia
Guinea,Africa,Low income,International Monetary Fund
Guinea-Bissau,Africa,Low income,African Development Bank
Guinea-Bissau,Africa,Low income,African Development Fund
Guinea-Bissau,Africa,Low income,Arab Bank for Economic Development in Africa
Guinea-Bissau,Africa,Low income,European Investment Bank
Guinea-Bissau,Africa,Low income,International Monetary Fund
Guinea-Bissau,Africa,Low income,Islamic Development Bank
Guinea-Bissau,Africa,Low income,Japan
Guinea-Bissau,Africa,Low income,OPEC Fund for International Development
Guinea-Bissau,Africa,Low income,Pakistan
Guinea-Bissau,Africa,Low income,South Korea
Guyana,America,Upper middle income,Finland
Haiti,America,Lower middle income,Austria
Haiti,America,Lower middle income,South Korea
Honduras,America,Lower middle income,Bahamas
Honduras,America,Lower middle income,Colombia
Honduras,America,Lower middle income,Guatemala
Honduras,America,Lower middle income,International Monetary Fund
Honduras,America,Lower middle income,Luxembourg
Hong Kong,Asia,High income,Netherlands
Hong Kong,Asia,High income,United States
India,Asia,Lower middle income,Estonia
India,Asia,Lower middle income,Lithuania
India,Asia,Lower middle income,Türkiye
Indonesia,Asia,Lower middle income,Israel
Indonesia,Asia,Lower middle income,Portugal
Indonesia,Asia,Lower middle income,Türkiye
Iran,Asia,Lower middle income,Bahrain
Iran,Asia,Lower middle income,Global Environment Facility
Iran,Asia,Lower middle income,India
Iraq,Asia,Upper middle income,Belgium
Iraq,Asia,Upper middle income,Czechia
Iraq,Asia,Upper middle income,Islamic Development Bank
Israel,Asia,High income,Belgium
Israel,Asia,High income,Netherlands
Israel,Asia,High income,Portugal
Israel,Asia,High income,South Korea
Israel,Asia,High income,Sweden
Jamaica,America,Upper middle income,Czechia
Jamaica,America,Upper middle income,India
Jamaica,America,Upper middle income,Israel
Jamaica,America,Upper middle income,Saudi Arabia
Jordan,Asia,Upper middle income,Finland
Jordan,Asia,Upper middle income,Israel
Jordan,Asia,Upper middle income,Kuwait
Jordan,Asia,Upper middle income,Nordic Investment Bank
Jordan,Asia,Upper middle income,Qatar
Kazakhstan,Asia,Upper middle income,Bermuda
Kazakhstan,Asia,Upper middle income,Global Environment Facility
Kazakhstan,Asia,Upper middle income,New Zealand
Kazakhstan,Asia,Upper middle income,Saudi Arabia
Kenya,Africa,Lower middle income,Eastern and Southern African Trade and Development Bank
Kenya,Africa,Lower middle income,Islamic Development Bank
Kenya,Africa,Lower middle income,Serbia
Kiribati,Oceania,Lower middle income,Norway
Kiribati,Oceania,Lower middle income,South Korea
Kuwait,Asia,High income,Islamic Development Bank
Kuwait,Asia,High income,Netherlands
Kyrgyz Republic,Asia,Lower middle income,Czechia
Kyrgyz Republic,Asia,Lower middle income,Global Environment Facility
Kyrgyz Republic,Asia,Lower middle income,Italy
Kyrgyz Republic,Asia,Lower middle income,Kazakhstan
Laos,Asia,Lower middle income,China
Lebanon,Asia,Lower middle income,Türkiye
Liberia,Africa,Low income,Australia
Liberia,Africa,Low income,Israel
Liberia,Africa,Low income,Spain
Libya,Africa,Upper middle income,Austria
Libya,Africa,Upper middle income,Global Environment Facility
Libya,Africa,Upper middle income,Netherlands
Libya,Africa,Upper middle income,Poland
Macau,Asia,High income,Netherlands
Madagascar,Africa,Low income,International Monetary Fund
Malawi,Africa,Low income,European Development Fund
Malawi,Africa,Low income,International Monetary Fund
Malawi,Africa,Low income,Switzerland
Malaysia,Asia,Upper middle income,Italy
Malaysia,Asia,Upper middle income,Portugal
Maldives,Asia,Upper middle income,Finland
Maldives,Asia,Upper middle income,France
Maldives,Asia,Upper middle income,South Korea
Mali,Africa,Low income,Czechia
Malta,Europe,High income,Türkiye
Marshall Islands,Oceania,Upper middle income,Germany
Marshall Islands,Oceania,Upper middle income,South Korea
Mauritania,Africa,Lower middle income,Brazil
Mauritania,Africa,Lower middle income,China
Mauritania,Africa,Lower middle income,Finland
Mauritania,Africa,Lower middle income,Nordic Development Fund
Mauritania,Africa,Lower middle income,Portugal
Mauritius,Africa,Upper middle income,Poland
Mauritius,Africa,Upper middle income,South Africa
Mexico,America,Upper middle income,Portugal
Mexico,America,Upper middle income,United Arab Emirates
"Micronesia, Fed. Sts.",Oceania,Lower middle income,Spain
Moldova,Europe,Upper middle income,Belgium
Moldova,Europe,Upper middle income,Czechia
Moldova,Europe,Upper middle income,Kuwait
Moldova,Europe,Upper middle income,Luxembourg
Mongolia,Asia,Lower middle income,Greece
Montserrat,America,,New Zealand
Mozambique,Africa,Low income,Russia
Myanmar,Asia,Lower middle income,Italy
Myanmar,Asia,Lower middle income,UN World Food Programme
Myanmar,Asia,Lower middle income,United Arab Emirates
Namibia,Africa,Upper middle income,Czechia
Namibia,Africa,Upper middle income,South Korea
Nauru,Oceania,High income,South Korea
Nepal,Asia,Lower middle income,Czechia
Nicaragua,America,Lower middle income,Australia
Nicaragua,America,Lower middle income,China
Nicaragua,America,Lower middle income,European Economic Community
Niger,Africa,Low income,European Investment Bank
Niger,Africa,Low income,International Monetary Fund
Niger,Africa,Low income,Ireland
Niger,Africa,Low income,Libya
Niger,Africa,Low income,Saudi Arabia
Niger,Africa,Low income,South Korea
Niger,Africa,Low income,Türkiye
Niger,Africa,Low income,West African Development Bank
Nigeria,Africa,Lower middle income,Czechia
North Korea,Asia,Low income,Finland
North Korea,Asia,Low income,Poland
North Macedonia,Europe,Upper middle income,Kuwait
North Macedonia,Europe,Upper middle income,Luxembourg
North Macedonia,Europe,Upper middle income,Multiple Lenders
North Macedonia,Europe,Upper middle income,Slovenia
North Macedonia,Europe,Upper middle income,UN World Food Programme
Oman,Asia,High income,Islamic Development Bank
Oman,Asia,High income,Netherlands
Oman,Asia,High income,United Kingdom
Pakistan,Asia,Lower middle income,Bahrain
Pakistan,Asia,Lower middle income,Libya
Pakistan,Asia,Lower middle income,Lithuania
Pakistan,Asia,Lower middle income,Luxembourg
Pakistan,Asia,Lower middle income,Romania
Palau,Oceania,Upper middle income,Global Environment Facility
Palau,Oceania,Upper middle income,UN Development Programme
Palestine,Asia,Lower middle income,Islamic Development Bank
Panama,America,High income,UN High Commissioner for Refugees
Papua New Guinea,Oceania,Lower middle income,Türkiye
Paraguay,America,Upper middle income,Australia
Paraguay,America,Upper middle income,Brazil
Paraguay,America,Upper middle income,Ireland
Paraguay,America,Upper middle income,New Zealand
Peru,America,Upper middle income,Bulgaria
Peru,America,Upper middle income,Portugal
Philippines,Asia,Lower middle income,Czechia
Qatar,Asia,High income,Austria
Russia,Europe,Upper middle income,Belgium
Russia,Europe,Upper middle income,Denmark
Russia,Europe,Upper middle income,Netherlands
Russia,Europe,Upper middle income,Sweden
Rwanda,Africa,Low income,Arab Bank for Economic Development in Africa
Rwanda,Africa,Low income,Global Environment Facility
Rwanda,Africa,Low income,International Monetary Fund
Rwanda,Africa,Low income,OPEC Fund for International Development
Rwanda,Africa,Low income,Saudi Arabia
Rwanda,Africa,Low income,United Arab Emirates
Samoa,Oceania,Lower middle income,Netherlands
Sao Tome and Principe,Africa,Lower middle income,African Development Fund
Sao Tome and Principe,Africa,Lower middle income,Canada
Sao Tome and Principe,Africa,Lower middle income,Luxembourg
Sao Tome and Principe,Africa,Lower middle income,Netherlands
Sao Tome and Principe,Africa,Lower middle income,South Korea
Sao Tome and Principe,Africa,Lower middle income,United States
Saudi Arabia,Asia,High income,Islamic Development Bank
Senegal,Africa,Lower middle income,African Development Fund
Senegal,Africa,Lower middle income,New Zealand
Senegal,Africa,Lower middle income,Türkiye
Serbia,Europe,Upper middle income,Canada
Serbia,Europe,Upper middle income,Council of Europe
Serbia,Europe,Upper middle income,Denmark
Serbia,Europe,Upper middle income,Estonia
Serbia,Europe,Upper middle income,Israel
Serbia,Europe,Upper middle income,Portugal
Serbia,Europe,Upper middle income,South Korea
Serbia,Europe,Upper middle income,UNICEF
Serbia,Europe,Upper middle income,WB International Bank for Reconstruction and Development
Seychelles,Africa,High income,Norway
Sierra Leone,Africa,Low income,Czechia
Sierra Leone,Africa,Low income,Global Environment Facility
Sierra Leone,Africa,Low income,OPEC Fund for International Development
Sierra Leone,Africa,Low income,Poland
Sierra Leone,Africa,Low income,Spain
Singapore,Asia,High income,Austria
Singapore,Asia,High income,Italy
Singapore,Asia,High income,Netherlands
Singapore,Asia,High income,Switzerland
Slovenia,Europe,High income,Canada
Slovenia,Europe,High income,Israel
Slovenia,Europe,High income,Netherlands
Slovenia,Europe,High income,Switzerland
Slovenia,Europe,High income,Türkiye
Slovenia,Europe,High income,United States
Solomon Islands,Oceania,Lower middle income,Denmark
Solomon Islands,Oceania,Lower middle income,Netherlands
Solomon Islands,Oceania,Lower middle income,South Korea
Somalia,Africa,Low income,Islamic Development Bank
Somalia,Africa,Low income,Lithuania
South Africa,Africa,Upper middle income,Türkiye
South Africa,Africa,Upper middle income,United Arab Emirates
South Korea,Asia,High income,Australia
South Korea,Asia,High income,Austria
South Korea,Asia,High income,Israel
South Korea,Asia,High income,Kuwait
South Korea,Asia,High income,Portugal
South Korea,Asia,High income,UN High Commissioner for Refugees
South Korea,Asia,High income,United States
Sri Lanka,Asia,Lower middle income,Czechia
Sri Lanka,Asia,Lower middle income,Ireland
Sri Lanka,Asia,Lower middle income,Lithuania
Sri Lanka,Asia,Lower middle income,Pakistan
Sri Lanka,Asia,Lower middle income,Romania
Sri Lanka,Asia,Lower middle income,Türkiye
St. Kitts and Nevis,America,High income,Netherlands
St. Lucia,America,Upper middle income,Kuwait
St. Vincent and the Grenadines,America,Upper middle income,New Zealand
Sudan,Africa,Low income,African Development Bank
Sudan,Africa,Low income,Arab Monetary Fund
Sudan,Africa,Low income,New Zealand
Syria,Asia,Low income,Czechia
Syria,Asia,Low income,Finland
Syria,Asia,Low income,Türkiye
Syria,Asia,Low income,United States
Taiwan,Asia,High income,Israel
Tajikistan,Asia,Lower middle income,European Economic Community
Tajikistan,Asia,Lower middle income,Iran
Tajikistan,Asia,Lower middle income,Italy
Tajikistan,Asia,Lower middle income,Kuwait
Tajikistan,Asia,Lower middle income,Luxembourg
Tajikistan,Asia,Lower middle income,Pakistan
Tanzania,Africa,Lower middle income,Algeria
Tanzania,Africa,Lower middle income,Greece
Tanzania,Africa,Lower middle income,Kenya
Tanzania,Africa,Lower middle income,Luxembourg
Tanzania,Africa,Lower middle income,Multiple Lenders
Tanzania,Africa,Lower middle income,Zambia
Thailand,Asia,Upper middle income,Czechia
Thailand,Asia,Upper middle income,Italy
Thailand,Asia,Upper middle income,Poland
Thailand,Asia,Upper middle income,Portugal
Timor-Leste,Asia,Lower middle income,Denmark
Timor-Leste,Asia,Lower middle income,Iceland
Timor-Leste,Asia,Lower middle income,Italy
Timor-Leste,Asia,Lower middle income,Netherlands
Timor-Leste,Asia,Lower middle income,South Korea
Timor-Leste,Asia,Lower middle income,UN High Commissioner for Refugees
Tonga,Oceania,Upper middle income,Israel
Tunisia,Africa,Lower middle income,Portugal
Turkmenistan,Asia,Upper middle income,New Zealand
Turkmenistan,Asia,Upper middle income,Pakistan
Tuvalu,Oceania,Upper middle income,Netherlands
Tuvalu,Oceania,Upper middle income,South Korea
Türkiye,Asia,Upper middle income,Eswatini
Türkiye,Asia,Upper middle income,European Development Fund
Uganda,Africa,Low income,Iceland
Uganda,Africa,Low income,Nordic Investment Bank
Ukraine,Europe,Lower middle income,Lithuania
Ukraine,Europe,Lower middle income,United Arab Emirates
United Arab Emirates,Asia,High income,Spain
Uruguay,America,High income,Portugal
Uzbekistan,Asia,Lower middle income,Czechia
Vanuatu,Oceania,Lower middle income,Global Environment Facility
Vanuatu,Oceania,Lower middle income,South Korea
Venezuela,America,,Portugal
Vietnam,Asia,Lower middle income,Russia
Vietnam,Asia,Lower middle income,United Arab Emirates
Yemen,Asia,Low income,Algeria
Yemen,Asia,Low income,Iraq
Yemen,Asia,Low income,Kuwait
Yemen,Asia,Low income,Saudi Arabia
Zambia,Africa,Low income,Greece
Zambia,Africa,Low income,International Monetary Fund
Zambia,Africa,Low income,Kuwait
Zambia,Africa,Low income,Nordic Development Fund
Zambia,Africa,Low income,South Africa
Zimbabwe,Africa,Lower middle income,European Economic Community
Zimbabwe,Africa,Lower middle income,Global Environment Facility
Zimbabwe,Africa,Lower middle income,Montreal Protocol Fund
Zimbabwe,Africa,Lower middle income,UN World Food Programme
Afghanistan,Asia,Low income,Estonia
Afghanistan,Asia,Low income,Kuwait
Afghanistan,Asia,Low income,Portugal
Afghanistan,Asia,Low income,South Korea
Afghanistan,Asia,Low income,WB International Development Association
Albania,Europe,Upper middle income,China
Albania,Europe,Upper middle income,Global Environment Facility
Albania,Europe,Upper middle income,Slovakia
Algeria,Africa,Lower middle income,Morocco
Algeria,Africa,Lower middle income,New Zealand
Algeria,Africa,Lower middle income,Slovakia
Angola,Africa,Lower middle income,China
Angola,Africa,Lower middle income,European Investment Bank
Argentina,America,Upper middle income,Greece
Armenia,Asia,Upper middle income,Estonia
Armenia,Asia,Upper middle income,Ireland
Armenia,Asia,Upper middle income,Portugal
Armenia,Asia,Upper middle income,Slovakia
Aruba,America,High income,United Kingdom
Azerbaijan,Asia,Upper middle income,Estonia
Azerbaijan,Asia,Upper middle income,Spain
Belarus,Europe,Upper middle income,Lithuania
Benin,Africa,Lower middle income,Czechia
Benin,Africa,Lower middle income,Portugal
Bhutan,Asia,Lower middle income,United States
Bolivia,America,Lower middle income,New Zealand
Bosnia and Herzegovina,Europe,Upper middle income,Latvia
Brazil,America,Upper middle income,Greece
Brunei Darussalam,Asia,High income,EU Institutions
Brunei Darussalam,Asia,High income,Netherlands
Bulgaria,Europe,Upper middle income,Poland
Burundi,Africa,Low income,Libya
Burundi,Africa,Low income,New Zealand
Cabo Verde,Africa,Lower middle income,Czechia
Cambodia,Asia,Lower middle income,Czechia
Cambodia,Asia,Lower middle income,Portugal
Cambodia,Asia,Lower middle income,Slovakia
Cameroon,Africa,Lower middle income,Portugal
Cameroon,Africa,Lower middle income,Russia
Cayman Islands,America,High income,UN Development Programme
Central African Republic,Africa,Low income,African Development Bank
Central African Republic,Africa,Low income,South Korea
Chile,America,High income,Czechia
Chile,America,High income,Slovakia
China,Asia,Upper middle income,Slovakia
Colombia,America,Upper middle income,Czechia
Colombia,America,Upper middle income,Greece
Colombia,America,Upper middle income,Portugal
Comoros,Africa,Lower middle income,Canada
Comoros,Africa,Lower middle income,Norway
Comoros,Africa,Lower middle income,Saudi Arabia
Comoros,Africa,Lower middle income,United Arab Emirates
Congo Republic,Africa,Lower middle income,OPEC Fund for International Development
Cote d'Ivoire,Africa,Lower middle income,Finland
Cote d'Ivoire,Africa,Lower middle income,Luxembourg
Cote d'Ivoire,Africa,Lower middle income,South Africa
Cote d'Ivoire,Africa,Lower middle income,South Korea
Croatia,Europe,High income,Denmark
Croatia,Europe,High income,Luxembourg
Croatia,Europe,High income,Slovakia
Cuba,America,Upper middle income,Luxembourg
Cyprus,Asia,High income,Portugal
DR Congo,Africa,Low income,African Development Bank
DR Congo,Africa,Low income,African Development Fund
DR Congo,Africa,Low income,Czechia
DR Congo,Africa,Low income,Islamic Development Bank
DR Congo,Africa,Low income,New Zealand
DR Congo,Africa,Low income,Portugal
DR Congo,Africa,Low income,Türkiye
DR Congo,Africa,Low income,WB International Bank for Reconstruction and Development
DR Congo,Africa,Low income,WB International Development Association
Djibouti,Africa,Lower middle income,Belgium
Djibouti,Africa,Lower middle income,China
Djibouti,Africa,Lower middle income,European Investment Bank
Djibouti,Africa,Lower middle income,United Kingdom
Dominica,America,Upper middle income,Barbados
Dominica,America,Upper middle income,St. Vincent and the Grenadines
Dominican Republic,America,Upper middle income,Austria
Dominican Republic,America,Upper middle income,Colombia
Dominican Republic,America,Upper middle income,Mexico
Ecuador,America,Upper middle income,Colombia
Eritrea,Africa,Low income,China
Eritrea,Africa,Low income,Czechia
Eswatini,Africa,Lower middle income,Global Environment Facility
Eswatini,Africa,Lower middle income,UN World Food Programme
Ethiopia,Africa,Low income,Portugal
Ethiopia,Africa,Low income,Serbia
Ethiopia,Africa,Low income,Slovakia
French Polynesia,Oceania,High income,United Kingdom
Georgia,Asia,Upper middle income,Latvia
Georgia,Asia,Upper middle income,Lithuania
Georgia,Asia,Upper middle income,Portugal
Georgia,Asia,Upper middle income,Slovakia
Ghana,Africa,Lower middle income,Greece
Ghana,Africa,Lower middle income,International Monetary Fund
Ghana,Africa,Lower middle income,Luxembourg
Gibraltar,Europe,High income,Norway
Guatemala,America,Upper middle income,Luxembourg
Guinea,Africa,Low income,Multiple Lenders
Guinea-Bissau,Africa,Low income,Global Environment Facility
Guinea-Bissau,Africa,Low income,International Fund for Agricultural Development
Guyana,America,Upper middle income,Luxembourg
Haiti,America,Lower middle income,New Zealand
Honduras,America,Lower middle income,Finland
Honduras,America,Lower middle income,Mexico
Honduras,America,Lower middle income,Panama
Hong Kong,Asia,High income,Israel
Hong Kong,Asia,High income,UN Development Programme
India,Asia,Lower middle income,Slovakia
Indonesia,Asia,Lower middle income,Czechia
Indonesia,Asia,Lower middle income,Greece
Indonesia,Asia,Lower middle income,Luxembourg
Iran,Asia,Lower middle income,Slovakia
Iran,Asia,Lower middle income,United States
Iraq,Asia,Upper middle income,Slovakia
Iraq,Asia,Upper middle income,United States
Israel,Asia,High income,Ireland
Israel,Asia,High income,Slovakia
Jordan,Asia,Upper middle income,Slovakia
Kazakhstan,Asia,Upper middle income,India
Kazakhstan,Asia,Upper middle income,Kuwait
Kazakhstan,Asia,Upper middle income,Latvia
Kazakhstan,Asia,Upper middle income,Slovakia
Kenya,Africa,Lower middle income,Czechia
Kenya,Africa,Lower middle income,Luxembourg
Kenya,Africa,Lower middle income,Portugal
Kenya,Africa,Lower middle income,Slovakia
Kyrgyz Republic,Asia,Lower middle income,Ireland
Kyrgyz Republic,Asia,Lower middle income,Slovakia
Laos,Asia,Lower middle income,Portugal
Lesotho,Africa,Lower middle income,Czechia
Lesotho,Africa,Lower middle income,Italy
Liberia,Africa,Low income,Global Environment Facility
Liberia,Africa,Low income,Luxembourg
Liberia,Africa,Low income,WB International Bank for Reconstruction and Development
Libya,Africa,Upper middle income,Finland
Libya,Africa,Upper middle income,Switzerland
Macau,Asia,High income,Australia
Madagascar,Africa,Low income,Greece
Malaysia,Asia,Upper middle income,Türkiye
Maldives,Asia,Upper middle income,Czechia
Maldives,Asia,Upper middle income,Spain
Maldives,Asia,Upper middle income,Thailand
Mali,Africa,Low income,Central Bank of West African States
Mali,Africa,Low income,Slovakia
Marshall Islands,Oceania,Upper middle income,Global Environment Facility
Mauritania,Africa,Lower middle income,Greece
Mauritania,Africa,Lower middle income,Ireland
Mauritius,Africa,Upper middle income,Czechia
Mauritius,Africa,Upper middle income,South Korea
"Micronesia, Fed. Sts.",Oceania,Lower middle income,South Korea
Moldova,Europe,Upper middle income,Denmark
Moldova,Europe,Upper middle income,Latvia
Moldova,Europe,Upper middle income,Slovakia
Mongolia,Asia,Lower middle income,China
Mongolia,Asia,Lower middle income,Spain
Mongolia,Asia,Lower middle income,UN High Commissioner for Refugees
Mongolia,Asia,Lower middle income,United Arab Emirates
Montserrat,America,,Switzerland
Mozambique,Africa,Low income,Multiple Lenders
Nauru,Oceania,High income,New Zealand
Nicaragua,America,Lower middle income,Brazil
Nicaragua,America,Lower middle income,Bulgaria
Nicaragua,America,Lower middle income,International Monetary Fund
Nigeria,Africa,Lower middle income,Luxembourg
Nigeria,Africa,Lower middle income,Portugal
Niue,Oceania,,France
North Korea,Asia,Low income,Czechia
North Korea,Asia,Low income,Luxembourg
North Macedonia,Europe,Upper middle income,European Development Fund
Pakistan,Asia,Lower middle income,Poland
Palestine,Asia,Lower middle income,International Fund for Agricultural Development
Palestine,Asia,Lower middle income,Slovakia
Panama,America,High income,Italy
Paraguay,America,Upper middle income,Corporacion Andina de Fomento
Paraguay,America,Upper middle income,Czechia
Paraguay,America,Upper middle income,Luxembourg
Peru,America,Upper middle income,Slovakia
Philippines,Asia,Lower middle income,China
Philippines,Asia,Lower middle income,Greece
Philippines,Asia,Lower middle income,Luxembourg
Philippines,Asia,Lower middle income,Portugal
Qatar,Asia,High income,Islamic Development Bank
Qatar,Asia,High income,United Kingdom
Russia,Europe,Upper middle income,Nordic Investment Bank
Sao Tome and Principe,Africa,Lower middle income,Austria
Sao Tome and Principe,Africa,Lower middle income,China
Sao Tome and Principe,Africa,Lower middle income,Czechia
Saudi Arabia,Asia,High income,Canada
Saudi Arabia,Asia,High income,Norway
Saudi Arabia,Asia,High income,UN Population Fund
Serbia,Europe,Upper middle income,European Bank for Reconstruction and Development
Serbia,Europe,Upper middle income,European Investment Bank
Serbia,Europe,Upper middle income,Slovakia
Serbia,Europe,Upper middle income,WB International Development Association
Sierra Leone,Africa,Low income,European Development Fund
Sierra Leone,Africa,Low income,European Investment Bank
Sierra Leone,Africa,Low income,International Monetary Fund
Sierra Leone,Africa,Low income,Portugal
Slovenia,Europe,High income,Australia
Slovenia,Europe,High income,Luxembourg
Somalia,Africa,Low income,Israel
Somalia,Africa,Low income,Libya
